filename,label
data/all_audio/a0001.wav,0
data/all_audio/a0002.wav,0
data/all_audio/a0003.wav,0
data/all_audio/a0004.wav,0
data/all_audio/a0005.wav,0
data/all_audio/a0006.wav,0
data/all_audio/a0007.wav,1
data/all_audio/a0008.wav,0
data/all_audio/a0009.wav,1
data/all_audio/a0010.wav,0
data/all_audio/a0011.wav,1
data/all_audio/a0012.wav,1
data/all_audio/a0013.wav,0
data/all_audio/a0014.wav,0
data/all_audio/a0015.wav,0
data/all_audio/a0016.wav,1
data/all_audio/a0017.wav,0
data/all_audio/a0018.wav,0
data/all_audio/a0019.wav,1
data/all_audio/a0020.wav,0
data/all_audio/a0021.wav,0
data/all_audio/a0022.wav,0
data/all_audio/a0023.wav,0
data/all_audio/a0024.wav,0
data/all_audio/a0025.wav,1
data/all_audio/a0026.wav,0
data/all_audio/a0027.wav,1
data/all_audio/a0028.wav,1
data/all_audio/a0029.wav,1
data/all_audio/a0030.wav,0
data/all_audio/a0031.wav,0
data/all_audio/a0032.wav,1
data/all_audio/a0033.wav,0
data/all_audio/a0034.wav,0
data/all_audio/a0035.wav,1
data/all_audio/a0036.wav,0
data/all_audio/a0037.wav,0
data/all_audio/a0038.wav,1
data/all_audio/a0039.wav,0
data/all_audio/a0040.wav,0
data/all_audio/a0041.wav,0
data/all_audio/a0042.wav,0
data/all_audio/a0043.wav,0
data/all_audio/a0044.wav,0
data/all_audio/a0045.wav,0
data/all_audio/a0046.wav,0
data/all_audio/a0047.wav,0
data/all_audio/a0048.wav,0
data/all_audio/a0049.wav,1
data/all_audio/a0050.wav,1
data/all_audio/a0051.wav,0
data/all_audio/a0052.wav,0
data/all_audio/a0053.wav,1
data/all_audio/a0054.wav,0
data/all_audio/a0055.wav,1
data/all_audio/a0056.wav,0
data/all_audio/a0057.wav,0
data/all_audio/a0058.wav,0
data/all_audio/a0059.wav,0
data/all_audio/a0060.wav,0
data/all_audio/a0061.wav,0
data/all_audio/a0062.wav,0
data/all_audio/a0063.wav,0
data/all_audio/a0064.wav,0
data/all_audio/a0065.wav,0
data/all_audio/a0066.wav,0
data/all_audio/a0067.wav,0
data/all_audio/a0068.wav,1
data/all_audio/a0069.wav,1
data/all_audio/a0070.wav,1
data/all_audio/a0071.wav,1
data/all_audio/a0072.wav,0
data/all_audio/a0073.wav,0
data/all_audio/a0074.wav,0
data/all_audio/a0075.wav,0
data/all_audio/a0076.wav,0
data/all_audio/a0077.wav,0
data/all_audio/a0078.wav,0
data/all_audio/a0079.wav,0
data/all_audio/a0080.wav,1
data/all_audio/a0081.wav,1
data/all_audio/a0082.wav,0
data/all_audio/a0083.wav,0
data/all_audio/a0084.wav,0
data/all_audio/a0085.wav,1
data/all_audio/a0086.wav,1
data/all_audio/a0087.wav,0
data/all_audio/a0088.wav,1
data/all_audio/a0089.wav,0
data/all_audio/a0090.wav,0
data/all_audio/a0091.wav,1
data/all_audio/a0092.wav,0
data/all_audio/a0093.wav,1
data/all_audio/a0094.wav,1
data/all_audio/a0095.wav,0
data/all_audio/a0096.wav,0
data/all_audio/a0097.wav,0
data/all_audio/a0098.wav,0
data/all_audio/a0099.wav,0
data/all_audio/a0100.wav,0
data/all_audio/a0101.wav,0
data/all_audio/a0102.wav,1
data/all_audio/a0103.wav,0
data/all_audio/a0104.wav,0
data/all_audio/a0105.wav,1
data/all_audio/a0106.wav,1
data/all_audio/a0107.wav,0
data/all_audio/a0108.wav,1
data/all_audio/a0109.wav,1
data/all_audio/a0110.wav,0
data/all_audio/a0111.wav,0
data/all_audio/a0112.wav,0
data/all_audio/a0113.wav,0
data/all_audio/a0114.wav,0
data/all_audio/a0115.wav,0
data/all_audio/a0116.wav,0
data/all_audio/a0117.wav,0
data/all_audio/a0118.wav,1
data/all_audio/a0119.wav,0
data/all_audio/a0120.wav,0
data/all_audio/a0121.wav,0
data/all_audio/a0122.wav,0
data/all_audio/a0123.wav,0
data/all_audio/a0124.wav,0
data/all_audio/a0125.wav,1
data/all_audio/a0126.wav,0
data/all_audio/a0127.wav,1
data/all_audio/a0128.wav,0
data/all_audio/a0129.wav,1
data/all_audio/a0130.wav,0
data/all_audio/a0131.wav,0
data/all_audio/a0132.wav,0
data/all_audio/a0133.wav,0
data/all_audio/a0134.wav,0
data/all_audio/a0135.wav,0
data/all_audio/a0136.wav,1
data/all_audio/a0137.wav,0
data/all_audio/a0138.wav,0
data/all_audio/a0139.wav,1
data/all_audio/a0140.wav,1
data/all_audio/a0141.wav,1
data/all_audio/a0142.wav,0
data/all_audio/a0143.wav,0
data/all_audio/a0144.wav,0
data/all_audio/a0145.wav,0
data/all_audio/a0146.wav,0
data/all_audio/a0147.wav,0
data/all_audio/a0148.wav,0
data/all_audio/a0149.wav,0
data/all_audio/a0150.wav,0
data/all_audio/a0151.wav,0
data/all_audio/a0152.wav,0
data/all_audio/a0153.wav,1
data/all_audio/a0154.wav,1
data/all_audio/a0155.wav,1
data/all_audio/a0156.wav,0
data/all_audio/a0157.wav,0
data/all_audio/a0158.wav,0
data/all_audio/a0159.wav,0
data/all_audio/a0160.wav,0
data/all_audio/a0161.wav,1
data/all_audio/a0162.wav,0
data/all_audio/a0163.wav,0
data/all_audio/a0164.wav,0
data/all_audio/a0165.wav,1
data/all_audio/a0166.wav,0
data/all_audio/a0167.wav,0
data/all_audio/a0168.wav,0
data/all_audio/a0169.wav,0
data/all_audio/a0170.wav,0
data/all_audio/a0171.wav,1
data/all_audio/a0172.wav,0
data/all_audio/a0173.wav,0
data/all_audio/a0174.wav,0
data/all_audio/a0175.wav,0
data/all_audio/a0176.wav,0
data/all_audio/a0177.wav,0
data/all_audio/a0178.wav,1
data/all_audio/a0179.wav,1
data/all_audio/a0180.wav,0
data/all_audio/a0181.wav,1
data/all_audio/a0182.wav,0
data/all_audio/a0183.wav,0
data/all_audio/a0184.wav,1
data/all_audio/a0185.wav,1
data/all_audio/a0186.wav,0
data/all_audio/a0187.wav,0
data/all_audio/a0188.wav,0
data/all_audio/a0189.wav,1
data/all_audio/a0190.wav,0
data/all_audio/a0191.wav,0
data/all_audio/a0192.wav,0
data/all_audio/a0193.wav,1
data/all_audio/a0194.wav,0
data/all_audio/a0195.wav,1
data/all_audio/a0196.wav,1
data/all_audio/a0197.wav,0
data/all_audio/a0198.wav,0
data/all_audio/a0199.wav,1
data/all_audio/a0200.wav,0
data/all_audio/a0201.wav,0
data/all_audio/a0202.wav,0
data/all_audio/a0203.wav,0
data/all_audio/a0204.wav,1
data/all_audio/a0205.wav,0
data/all_audio/a0206.wav,0
data/all_audio/a0207.wav,0
data/all_audio/a0208.wav,1
data/all_audio/a0209.wav,0
data/all_audio/a0210.wav,1
data/all_audio/a0211.wav,1
data/all_audio/a0212.wav,1
data/all_audio/a0213.wav,0
data/all_audio/a0214.wav,0
data/all_audio/a0215.wav,0
data/all_audio/a0216.wav,0
data/all_audio/a0217.wav,0
data/all_audio/a0218.wav,0
data/all_audio/a0219.wav,0
data/all_audio/a0220.wav,0
data/all_audio/a0221.wav,0
data/all_audio/a0222.wav,0
data/all_audio/a0223.wav,0
data/all_audio/a0224.wav,0
data/all_audio/a0225.wav,0
data/all_audio/a0226.wav,0
data/all_audio/a0227.wav,1
data/all_audio/a0228.wav,0
data/all_audio/a0229.wav,1
data/all_audio/a0230.wav,0
data/all_audio/a0231.wav,1
data/all_audio/a0232.wav,0
data/all_audio/a0233.wav,0
data/all_audio/a0234.wav,0
data/all_audio/a0235.wav,1
data/all_audio/a0236.wav,0
data/all_audio/a0237.wav,0
data/all_audio/a0238.wav,1
data/all_audio/a0239.wav,0
data/all_audio/a0240.wav,0
data/all_audio/a0241.wav,1
data/all_audio/a0242.wav,0
data/all_audio/a0243.wav,1
data/all_audio/a0244.wav,0
data/all_audio/a0245.wav,0
data/all_audio/a0246.wav,0
data/all_audio/a0247.wav,0
data/all_audio/a0248.wav,0
data/all_audio/a0249.wav,0
data/all_audio/a0250.wav,1
data/all_audio/a0251.wav,0
data/all_audio/a0252.wav,0
data/all_audio/a0253.wav,1
data/all_audio/a0254.wav,0
data/all_audio/a0255.wav,0
data/all_audio/a0256.wav,0
data/all_audio/a0257.wav,0
data/all_audio/a0258.wav,0
data/all_audio/a0259.wav,0
data/all_audio/a0260.wav,0
data/all_audio/a0261.wav,0
data/all_audio/a0262.wav,0
data/all_audio/a0263.wav,0
data/all_audio/a0264.wav,1
data/all_audio/a0265.wav,0
data/all_audio/a0266.wav,1
data/all_audio/a0267.wav,0
data/all_audio/a0268.wav,0
data/all_audio/a0269.wav,0
data/all_audio/a0270.wav,1
data/all_audio/a0271.wav,1
data/all_audio/a0272.wav,0
data/all_audio/a0273.wav,0
data/all_audio/a0274.wav,1
data/all_audio/a0275.wav,0
data/all_audio/a0276.wav,0
data/all_audio/a0277.wav,0
data/all_audio/a0278.wav,0
data/all_audio/a0279.wav,0
data/all_audio/a0280.wav,0
data/all_audio/a0281.wav,0
data/all_audio/a0282.wav,0
data/all_audio/a0283.wav,1
data/all_audio/a0284.wav,0
data/all_audio/a0285.wav,1
data/all_audio/a0286.wav,0
data/all_audio/a0287.wav,1
data/all_audio/a0288.wav,0
data/all_audio/a0289.wav,1
data/all_audio/a0290.wav,1
data/all_audio/a0291.wav,0
data/all_audio/a0292.wav,0
data/all_audio/a0293.wav,1
data/all_audio/a0294.wav,1
data/all_audio/a0295.wav,0
data/all_audio/a0296.wav,0
data/all_audio/a0297.wav,0
data/all_audio/a0298.wav,1
data/all_audio/a0299.wav,1
data/all_audio/a0300.wav,0
data/all_audio/a0301.wav,1
data/all_audio/a0302.wav,1
data/all_audio/a0303.wav,0
data/all_audio/a0304.wav,1
data/all_audio/a0305.wav,0
data/all_audio/a0306.wav,0
data/all_audio/a0307.wav,0
data/all_audio/a0308.wav,0
data/all_audio/a0309.wav,1
data/all_audio/a0310.wav,1
data/all_audio/a0311.wav,1
data/all_audio/a0312.wav,0
data/all_audio/a0313.wav,0
data/all_audio/a0314.wav,0
data/all_audio/a0315.wav,0
data/all_audio/a0316.wav,0
data/all_audio/a0317.wav,0
data/all_audio/a0318.wav,0
data/all_audio/a0319.wav,0
data/all_audio/a0320.wav,0
data/all_audio/a0321.wav,0
data/all_audio/a0322.wav,0
data/all_audio/a0323.wav,1
data/all_audio/a0324.wav,0
data/all_audio/a0325.wav,1
data/all_audio/a0326.wav,0
data/all_audio/a0327.wav,0
data/all_audio/a0328.wav,1
data/all_audio/a0329.wav,1
data/all_audio/a0330.wav,1
data/all_audio/a0331.wav,0
data/all_audio/a0332.wav,1
data/all_audio/a0333.wav,0
data/all_audio/a0334.wav,1
data/all_audio/a0335.wav,0
data/all_audio/a0336.wav,0
data/all_audio/a0337.wav,1
data/all_audio/a0338.wav,0
data/all_audio/a0339.wav,0
data/all_audio/a0340.wav,1
data/all_audio/a0341.wav,0
data/all_audio/a0342.wav,1
data/all_audio/a0343.wav,0
data/all_audio/a0344.wav,0
data/all_audio/a0345.wav,0
data/all_audio/a0346.wav,0
data/all_audio/a0347.wav,0
data/all_audio/a0348.wav,0
data/all_audio/a0349.wav,0
data/all_audio/a0350.wav,0
data/all_audio/a0351.wav,1
data/all_audio/a0352.wav,1
data/all_audio/a0353.wav,1
data/all_audio/a0354.wav,0
data/all_audio/a0355.wav,1
data/all_audio/a0356.wav,0
data/all_audio/a0357.wav,0
data/all_audio/a0358.wav,0
data/all_audio/a0359.wav,1
data/all_audio/a0360.wav,0
data/all_audio/a0361.wav,1
data/all_audio/a0362.wav,0
data/all_audio/a0363.wav,0
data/all_audio/a0364.wav,0
data/all_audio/a0365.wav,0
data/all_audio/a0366.wav,0
data/all_audio/a0367.wav,0
data/all_audio/a0368.wav,0
data/all_audio/a0369.wav,0
data/all_audio/a0370.wav,0
data/all_audio/a0371.wav,0
data/all_audio/a0372.wav,0
data/all_audio/a0373.wav,0
data/all_audio/a0374.wav,0
data/all_audio/a0375.wav,0
data/all_audio/a0376.wav,0
data/all_audio/a0377.wav,0
data/all_audio/a0378.wav,0
data/all_audio/a0379.wav,0
data/all_audio/a0380.wav,0
data/all_audio/a0381.wav,0
data/all_audio/a0382.wav,0
data/all_audio/a0383.wav,0
data/all_audio/a0384.wav,0
data/all_audio/a0385.wav,1
data/all_audio/a0386.wav,1
data/all_audio/a0387.wav,0
data/all_audio/a0388.wav,0
data/all_audio/a0389.wav,0
data/all_audio/a0390.wav,0
data/all_audio/a0391.wav,0
